7,5,0,0,1,1,1,1,0
6,7,0,0,1,1,0,1,1
8,15,0,5,1,1,0,1,1
8,16,0,5,1,1,1,1,1
8,17,1,4,1,1,1,1,3
14,40,10,12,1,1,9,1,2
19,31,6,9,1,1,8,1,1
9,11,0,2,1,1,0,1,0
9,10,0,2,1,1,0,1,0
21,27,5,6,1,1,7,1,0
25,30,1,9,1,1,7,1,1
23,32,5,6,1,1,5,1,2
24,26,6,2,1,1,4,1,2
