2.334800000000000000e+04
2.677600000000000000e+04
3.649500000000000000e+04
3.985400000000000000e+04
5.049500000000000000e+04
7.965400000000000000e+04
6.518800000000000000e+04
1.617500000000000000e+04
2.379900000000000000e+04
6.895000000000000000e+04
6.823900000000000000e+04
7.512500000000000000e+04
6.931000000000000000e+04
