5.191466602920271725e+03,3.079787658959097098e+04,7.497001472146052947e+03,1.216907012453212701e+04
1.914381148318946362e+04,2.394561548998627768e+04,2.393596804461798820e+04,7.321999898656920413e+04
1.851838399989295340e+03,1.993632899951339596e+03,2.008804103019325339e+03,3.166493426993904450e+03
7.957874166387956393e+03,1.168879147424461553e+04,1.169033163472041997e+04,3.094791991305357078e+04
1.341081821463332926e+04,1.696120210438173672e+04,1.691456107125135895e+04,3.976044964753920067e+04
1.262467807257692584e+03,1.249998559006919550e+03,1.251464190377263549e+03,1.069479671479616854e+03
2.172577143196820180e+04,2.562553768212277282e+04,2.584741175557552197e+04,1.168658324832260259e+05
5.254381198748191309e+03,5.255068521622282788e+03,5.244909256492903296e+03,4.623327740272863593e+03
6.483962505763384797e+03,6.866822724469565401e+03,6.840177252521542869e+03,6.401721701731555186e+03
1.808712051744265773e+04,2.358036431124258161e+04,2.345219490215738915e+04,8.664404925033186737e+04
1.934481686941992666e+04,2.559457634097710616e+04,2.536472997151376694e+04,7.406082739044979098e+04
7.587529153471393329e+03,7.625662336828459956e+03,7.621364888681231605e+03,5.932357333791731435e+03
1.402984874588467210e+04,1.738452126508649235e+04,1.726941805716629460e+04,3.400689734290685010e+04
1.542104426224312647e+03,1.545850199490927025e+03,1.542520167404208905e+03,9.539582356026547814e+02
2.590398216697196403e+04,2.976127101401569234e+04,2.926104107364731681e+04,1.450831710845840862e+05
2.871315566503004084e+04,3.046715218931034906e+04,2.986787147864329381e+04,1.552968371581426472e+05
2.725643018857889911e+04,2.903522409299499850e+04,2.802483746800819790e+04,2.734393369674517890e+05
1.705299799945500490e+04,1.942238715980179040e+04,1.905633238338498631e+04,6.205673315697192447e+04
2.516047703282069051e+04,3.134969455425797423e+04,3.102343334609853264e+04,1.396158935962022224e+05
9.180809134263228771e+03,1.226203757850806142e+04,1.179092506308660268e+04,2.721998095842019393e+04
1.234256701076429272e+04,1.570799703687917099e+04,1.536037609368378435e+04,5.234132055536814732e+04
8.176733908954079197e+03,9.860489834242544021e+03,9.779875368477692973e+03,2.394077902715932942e+04
6.037509077764003450e+03,6.905685288211613624e+03,6.875286655544239693e+03,9.925510293115456079e+03
1.486494923729008224e+04,1.793402219562139726e+04,1.764513527707572212e+04,4.668557240540259954e+04
4.026197787329298080e+03,4.485777926460405979e+03,4.470190631740759272e+03,6.123219060859074489e+03
7.297071957091978220e+03,8.765561554691019410e+03,8.755363730781335107e+03,1.602778506463795748e+04
2.212721141103320974e+02,2.225825648851611334e+02,2.312424361380793130e+02,1.171252346273986120e+02
2.251304014305105284e+03,2.693714678396237559e+03,2.744232894224069241e+03,4.631209026166104195e+03
1.420835924824162930e+03,1.443025250646989662e+03,1.481016481018973309e+03,8.340628229164665754e+03
1.097960290644258521e+03,1.118999689373493993e+03,1.135938144827826136e+03,5.096815131609052514e+03
6.000703966470787236e+02,5.800202309844743240e+02,5.809992826972890043e+02,5.265403300469473606e+02
1.218810993468490597e+04,1.374891590066475510e+04,1.375887061422151783e+04,5.961288470227735525e+04
2.307685017505683936e+04,2.648975454632078618e+04,2.662680471739928907e+04,1.915233067220656958e+05
1.067320081066590683e+04,1.304468854268549694e+04,1.317970206088950363e+04,3.727418884959935531e+04
5.336189508415263845e+03,5.517277289885465507e+03,5.493618321844452112e+03,6.611167633688120986e+03
9.283630708272301490e+03,1.070206827045964565e+04,1.063790920241297863e+04,2.463180297564619468e+04
1.220377080543913689e+04,1.421453828575029002e+04,1.418715314899689838e+04,5.500451186853520630e+04
1.338707598926283390e+04,1.676909499411962679e+04,1.672434544223846751e+04,3.988001093386935827e+04
9.938298437721869050e+02,1.108116599409947867e+03,1.102120909880433828e+03,1.199078213181127921e+03
4.918854002977817800e+03,5.640134881376088742e+03,5.650456450510698232e+03,2.614902182322043882e+04
3.408405435609084861e+02,5.087622415193919210e+02,5.234232271448032634e+02,1.031461543433818633e+03
2.545539187450206668e+02,2.517838459365570145e+02,2.524818558697800768e+02,1.809704700313430124e+02
1.252222112891875440e+03,1.855939527804757518e+03,1.804893409973412417e+03,3.001408829629836418e+03
2.494815112134717765e+03,3.400186573943368330e+03,3.242472626919261984e+03,5.517416918680707568e+03
2.093061628005860621e+04,2.468986581503218258e+04,2.471002787505583547e+04,7.987949796310822421e+04
1.520837669640489139e+03,1.885081495085263668e+03,1.913111761879289816e+03,2.787315900610869903e+03
1.199768581586946857e+04,1.230657995238386138e+04,1.232091628580522047e+04,5.915867899336542177e+04
6.079447894457510301e+03,6.143624850061791221e+03,6.135534251216049597e+03,6.751639936107809262e+03
4.800255265247787975e+03,4.957945471138482390e+03,4.953615670124931057e+03,5.224484351908818098e+03
8.437854522622350487e+03,9.572931436245005898e+03,9.557596046632108482e+03,1.544155075326859333e+04
5.777219668001899663e+03,7.042371274373341294e+03,7.026818646038111183e+03,1.231475694029088845e+04
3.343477092548660494e+03,3.322882210805282284e+03,3.322714781922243674e+03,3.325008356213922525e+03
6.202047762729425813e+02,6.288427010820200849e+02,6.292197226237223049e+02,6.287623593017428902e+02
3.015336344729645589e+03,3.239680241367464077e+03,3.242000550272442069e+03,1.411655036159043811e+04
5.850264968828249039e+03,6.042407281349661389e+03,6.037971243109490388e+03,1.062721704667629092e+04
1.302897962347745533e+03,1.316677977232202693e+03,1.313565537458951212e+03,1.172584800920828229e+03
2.007428999135477625e+03,2.159627727772071921e+03,2.213797907994020534e+03,6.422884990497952458e+03
5.117539977256487873e+03,6.140983371447201534e+03,6.145727106956376701e+03,7.542831517031184376e+03
6.499685531125365742e+03,8.199473045514616388e+03,8.191512945215690706e+03,1.328275321909686500e+04
9.173812965133152829e+03,1.005624735876244631e+04,1.003329742149830781e+04,1.565045926993204739e+04
1.122723675787985303e+04,1.561900205547928817e+04,1.556404458570600400e+04,3.035712163687051725e+04
3.258671111670758819e+03,3.221705172949943062e+03,3.220816618689206280e+03,3.427223669805512145e+03
6.559721768968049673e+02,6.838595364691606164e+02,6.848751339465268302e+02,7.958967582765531006e+02
6.246377950970900201e+03,6.610558524244612272e+03,6.606001811149519199e+03,1.572788862536401575e+04
1.340569738186067298e+03,1.438125680290548416e+03,1.435398553688347874e+03,1.301672811429210242e+03
5.800576223039883189e+03,6.365276894081587670e+03,6.429758382775094105e+03,2.239789448764290137e+04
6.031176925789704001e+03,8.930387862791936641e+03,8.918537303283532310e+03,8.916179544968792470e+03
1.127270782056611552e+03,1.141673459092425446e+03,1.140317223131018181e+03,1.013885096520230491e+03
1.264949690422414096e+04,1.553113653917765077e+04,1.553675546146774104e+04,3.397416420527810260e+04
7.737857866481029987e+02,7.727362529695923286e+02,7.728287153351076313e+02,7.372306065878767640e+02
1.029117797748119847e+04,1.278570424010064562e+04,1.276187067268290593e+04,2.487379191134250505e+04
1.499356668683977659e+04,1.809262497069440360e+04,1.811569884295035081e+04,9.133916602892545052e+04
6.455135118510484972e+03,6.963381505253267278e+03,6.950130964059692815e+03,1.640297908340506910e+04
1.607661457938448848e+03,2.945675087711983451e+03,2.012230182900924319e+03,2.979021536440842283e+03
3.154959377300982851e+03,3.302740486406214131e+03,3.296421547320454465e+03,3.152125502223205785e+03
1.282518293248543887e+04,1.528319404473206669e+04,1.516805110362012601e+04,5.184548493526243692e+04
9.751269644847823656e+03,1.057048953410875947e+04,1.051037830155045958e+04,1.715450126409888981e+04
1.413445634182156255e+03,1.825473454394031705e+03,1.842141077197172763e+03,2.691909603052791681e+03
1.016432701302279747e+04,1.309114403450953796e+04,1.313691487421222882e+04,3.268017572026989365e+04
6.092627823093343977e+03,6.573020493207555774e+03,6.565932678068933456e+03,1.274483091508034704e+04
1.148593837410354172e+04,1.424264745341308117e+04,1.431383442176614517e+04,4.390308846387014637e+04
7.865275570152598448e+03,1.214596359808315538e+04,1.213972646635370620e+04,2.907248481478285612e+04
2.153042669680301060e+03,2.205360352568003691e+03,2.268345445652912986e+03,6.511178761031648719e+03
7.530016276029815572e+02,7.427258558532303141e+02,7.468146787150728869e+02,6.904144179356651421e+02
8.083243066288098362e+02,9.050011698643324962e+02,9.126739719866877749e+02,1.550498031084386866e+03
3.453799933544566102e+03,3.471424309472289224e+03,3.472295143952293074e+03,3.371507615867494223e+03
1.717261058950726692e+03,1.842333470914768441e+03,1.829515118895960313e+03,1.787377567968849689e+03
1.301864666457234853e+04,1.495018102193835875e+04,1.493922780628016881e+04,2.300809692052181708e+04
8.795802391154553334e+03,1.070809248918194498e+04,1.065965452371717765e+04,1.543351541606335377e+04
6.326976112049945186e+03,7.086574230668559721e+03,7.102018814682918673e+03,1.163563861320237811e+04
1.135516590445353904e+04,1.344876343565339630e+04,1.340110249496788310e+04,2.754232843140693876e+04
1.603493619670597582e+03,1.650131363413641111e+03,1.648238674667026999e+03,1.122211402666919867e+03
1.517788987267047332e+03,1.502910470790461432e+03,1.505443450144549161e+03,6.089609874172375612e+02
3.668471540508046473e+02,3.858051063237998051e+02,3.854591685655864239e+02,1.947600499691812104e+02
1.614145146246750073e+03,2.396194374338924717e+03,2.253386611729413289e+03,3.239068272223467375e+03
7.458890214404236758e+02,8.614867641541131889e+02,8.647452554025543350e+02,7.760687095768651034e+02
1.146340665818771413e+03,1.155857098215633187e+03,1.155410096311906727e+03,1.055320886745399093e+03
4.995811956525454320e+02,4.960079522674632813e+02,4.959299943131982786e+02,4.434839890000428113e+02
1.528132556175659920e+04,2.003706330212485409e+04,1.996581991777806252e+04,8.498543062060579541e+04
1.058825011030006317e+04,1.334283099848017628e+04,1.337077645437683532e+04,2.717542451828836784e+04
7.017963685248799266e+03,7.581612881692571136e+03,7.555728781170590992e+03,1.107228243901285532e+04
1.416090848018412544e+04,1.803275226774617113e+04,1.798028274070784028e+04,6.370412684123043437e+04
1.088090450572764712e+04,1.293067533231273774e+04,1.291583752830521735e+04,5.550010841026584967e+04
1.583701378542152270e+03,1.595635402978258071e+03,1.595590705679034954e+03,1.171537791113276398e+03
1.455029613472775054e+04,1.768140200414106221e+04,1.774059636918612523e+04,4.555372905660974357e+04
4.715444385879307447e+03,4.982022027630460798e+03,4.981080574079736834e+03,3.960442701535147989e+03
1.088793078987698436e+03,1.078822107651873466e+03,1.079148989470081005e+03,7.463489372901657362e+02
2.008734614891663114e+03,2.102003200572313744e+03,2.113929722527362173e+03,3.352819477901852224e+03
4.532027814158549859e+02,4.557593039829540658e+02,4.578184436903819687e+02,3.507309216065224291e+02
6.560838776511884589e+02,6.299505236417196556e+02,6.296170633540513109e+02,4.753904070800149384e+02
1.821730712379887336e+03,1.916667975330489298e+03,1.901240772677591622e+03,1.386059170702682877e+03
8.906840860566204356e+03,9.124742481153398330e+03,9.109545475127926693e+03,8.023232766283283127e+03
1.056461108106394386e+04,1.322145609458241597e+04,1.323542594966945398e+04,2.421523047584153028e+04
1.375448506248934245e+04,1.808680630005553394e+04,1.798042201154222857e+04,4.863928891768454923e+04
9.873145376752947413e+03,1.168446925597853988e+04,1.166116552668115764e+04,1.714923068262872403e+04
7.100332514031624669e+03,8.676135301868878742e+03,8.629425465925634853e+03,1.533149035497403383e+04
4.927085673803692771e+03,5.148200152754814553e+03,5.134554567693871832e+03,5.203311928058224112e+03
1.663003577489844247e+03,1.670677362937294220e+03,1.671426351151314066e+03,1.110721916013075770e+03
1.868376793635875219e+04,1.968090319436377831e+04,1.952012431444300455e+04,8.348802871933989809e+04
7.658279542367150725e+02,8.379908517948435929e+02,8.362277415814321557e+02,6.168759027781169380e+02
5.464634959771634612e+02,5.446068660633279706e+02,5.445934975653046877e+02,3.460358158545594733e+02
1.178830208942817762e+03,1.463823269819310553e+03,1.464826869643645296e+03,2.082322982221338862e+03
4.142562501243606903e+02,4.161958090572907736e+02,4.166433195757954309e+02,2.170851508495440498e+02
2.569326374043791930e+02,2.642576179949260791e+02,2.653200598006829409e+02,2.401685672571537111e+02
1.123626371842982735e+04,1.412385231245115392e+04,1.412446649697149951e+04,2.469397203207067287e+04
1.136033045849762493e+04,1.231802666388452235e+04,1.226807586099319451e+04,4.633790946007452294e+04
1.111659870580643656e+04,1.306730694976113045e+04,1.303675131413279814e+04,3.167390334900213929e+04
1.570560249157388898e+04,1.829629944344719843e+04,1.818949190529491170e+04,6.824894674316563760e+04
1.255547725419182643e+04,1.412926761541541782e+04,1.407346813247522005e+04,3.882825130934098706e+04
3.904592316078233125e+02,4.935656939346014269e+02,4.946697178332716476e+02,9.274948180810301892e+02
1.900875467211401428e+03,7.950480711421818341e+03,2.676956065788841443e+03,4.625240724544258228e+03
6.340883353348716810e+03,6.903030117639606942e+03,6.883991199412077549e+03,5.048796998186279779e+03
2.784702891046969853e+03,3.408566036652542607e+03,3.445242619508615917e+03,2.192878456050389650e+04
3.554212240077639308e+03,4.330016086867369268e+03,4.333054291476071739e+03,9.213448842746282025e+03
7.804195387486192885e+03,9.820900191829819960e+03,9.890074164271427435e+03,2.203756919086843845e+04
9.226197251266601597e+03,1.177916981793082959e+04,1.171806674694785215e+04,1.906321760120767431e+04
1.672934046142886473e+03,2.090234253771745443e+03,2.078770762596946042e+03,3.210465512908484015e+03
1.088850539446110133e+03,1.168322550980607502e+03,1.175675689207557980e+03,1.061013095843687097e+03
1.578668287742228677e+04,1.884763081914081704e+04,1.882852162081364440e+04,7.774977405806090974e+04
4.812951569091983970e+02,4.984521691975756426e+02,4.971617416541849934e+02,3.670683981314306834e+02
2.358408380035588436e+02,5.252161798794390961e+02,3.687702897964090312e+02,5.282758104290642223e+02
9.272833196827350548e+03,1.389048452375380293e+04,1.388404333156992470e+04,2.953396731623958840e+04
8.779470517244888015e+02,1.023523319377120401e+03,1.030650454513362547e+03,1.146232821138105010e+03
1.120680821144261063e+04,1.244517298512468187e+04,1.241754190131535142e+04,4.954937555916571000e+04
1.275009323141647474e+04,1.503791082966741124e+04,1.502171722064768801e+04,5.190393377710837376e+04
1.137379277961702610e+04,1.325770922905253610e+04,1.325543743807128703e+04,2.481225235653505661e+04
1.831570439716072360e+04,2.146275028172829479e+04,2.139004450648037164e+04,1.036044116865186224e+05
1.281490462701046636e+04,1.576049499421371002e+04,1.573526899897139992e+04,4.141025672854874574e+04
7.647971943389830813e+03,9.314211568793294646e+03,9.288596354347613669e+03,1.471490973003050385e+04
1.188414551789278022e+02,1.160550985896911556e+02,1.181993682851738328e+02,8.860247290921277852e+01
5.032871993171374356e+02,5.025740691892341374e+02,5.027313779455826648e+02,2.818137492805196871e+02
9.375898884950171123e+03,1.154568299666658640e+04,1.156794163750156076e+04,2.317816672541484877e+04
3.124196193271394009e+02,3.140106514991385893e+02,3.152545997633369552e+02,2.263292870042218965e+02
1.364621210151980222e+03,2.218492862924275869e+03,1.851913195139532036e+03,3.180804563524730384e+03
1.247466777858710157e+04,1.630965318604358436e+04,1.626036347344308524e+04,3.988743391233374859e+04
2.012977424904569489e+03,1.998244589972912536e+03,2.006301484032124790e+03,1.649927733613326836e+03
3.901353263885258684e+02,4.327726453937098086e+02,4.264368523786625929e+02,2.935884408053732955e+02
1.415039938367047398e+03,1.569393684752062200e+03,1.612611005223340271e+03,2.944468891683578477e+03
2.111331782072639669e+02,2.341684694991105005e+02,2.394337758813287280e+02,1.845017180208942307e+02
